term_id,topic_code,en_canonical,en_aliases,abbreviations,jp_headword,jp_reading,jp_definition,key_points,pitfall,formula,notes
TERM0092,CI,Breakeven Point,,,損益分岐点,そんえきぶんきてん,総収益と総費用が等しくなる売上高または販売数量。利益がゼロになる点。,BEP = Fixed Costs / (Price - Variable Cost per unit)。,損益分岐点分析の前提（線形費用・単一製品等）。,BEP = FC / (P - VC),
TERM0093,CI,Dividend Policy,,,配当政策,はいとうせいさく,企業が利益をどの程度配当として株主に還元するかの方針。,配当無関連理論（MM）。シグナリング効果。配当の安定性。,配当政策と株価の関係。MM理論と現実の違い。,,
TERM0094,CI,Share Repurchase,Stock Buyback,,自社株買い,じしゃかぶかい,企業が自社の株式を市場から買い戻すこと。配当の代替手段として使用。,EPSへの影響。税務上の利点。シグナリング効果。,自社株買いと配当の違い。株主への還元方法の選択。,,
TERM0095,CI,Working Capital Management,,,運転資本管理,うんてんしほんかんり,流動資産と流動負債の効率的な管理。流動性と収益性のバランス。,キャッシュコンバージョンサイクル。在庫・売掛金・買掛金管理。,運転資本の増加はCFOを減少させる。効率性と流動性のトレードオフ。,,
TERM0096,CI,Cash Conversion Cycle,,CCC,キャッシュコンバージョンサイクル,きゃっしゅこんばーじょんさいくる,原材料購入から売上代金回収までの日数。短いほど効率的。,CCC = DOH + DSO - DPO。運転資本管理の指標。,CCCの構成要素（DOH・DSO・DPO）の計算と解釈。,CCC = DOH + DSO - DPO,
TERM0097,CI,Net Present Value Rule,NPV Rule,,NPVルール,えぬぴーぶいるーる,NPVが正のプロジェクトを採用し、負のプロジェクトを棄却する投資決定ルール。,NPV > 0 は価値創造を意味する。IRRルールとの比較。,NPVルールとIRRルールの矛盾。相互排他的プロジェクトでの選択。,,
TERM0098,CI,Payback Period,,,回収期間,かいしゅうきかん,投資額を回収するまでに要する期間。単純だが貨幣の時間価値を無視。,割引回収期間との違い。意思決定基準としての限界。,回収期間法は時間価値を無視。回収後のCFも考慮しない。,,
TERM0099,CI,Profitability Index,,PI,収益性指数,しゅうえきせいしすう,投資の現在価値を初期投資額で割った比率。1より大きければ採用。,PI = PV of Future CFs / Initial Investment。資本制約下での使用。,PIとNPVの関係。PI > 1 ⟺ NPV > 0。,PI = PV / Initial Investment,
TERM0100,CI,Hurdle Rate,Minimum Acceptable Return,,ハードルレート,はーどるれーと,投資プロジェクトが採用されるために超えるべき最低限の収益率。通常WACCを使用。,IRRとの比較。リスク調整の必要性。,ハードルレートとWACCの関係。プロジェクト固有リスクの調整。,,
TERM0101,EQ,Equity,Shareholders Equity;Stock,,株式,かぶしき,企業の所有権を表す証券。普通株と優先株がある。残余請求権と議決権を持つ。,普通株と優先株の違い。株主の権利（配当・議決・残余財産）。,Equity（株式/株主資本）の文脈による意味の違い。証券 vs 会計上の資本。,,
TERM0102,EQ,Common Stock,Ordinary Shares,,普通株,ふつうかぶ,企業の基本的な所有権を表す株式。議決権と残余請求権を持ち、配当は保証されない。,優先株との違い。希薄化の影響。,普通株と優先株の権利の違い。配当・議決権・清算時の優先順位。,,
TERM0103,EQ,Preferred Stock,Preference Shares,,優先株,ゆうせんかぶ,普通株より配当・清算時に優先権を持つ株式。通常は議決権がない。債券と株式の中間的性質。,累積型・参加型・転換型の区別。評価方法（永久年金モデル）。,優先株は株式だが、評価は債券に近い。配当利回りで評価。,,
TERM0104,EQ,Market Capitalization,Market Cap,,時価総額,じかそうがく,株価に発行済株式数を乗じた企業の市場価値。企業規模の指標。,Large Cap・Mid Cap・Small Capの分類。,時価総額と企業価値（EV）の違い。EVは負債も含む。,Market Cap = Price × Shares Outstanding,
TERM0105,EQ,Enterprise Value,,EV,企業価値,きぎょうかち,株式時価総額に純負債を加えた企業全体の価値。買収価格の指標。,EV = Market Cap + Debt - Cash。EV/EBITDA倍率。,EVとEquity Valueの違い。EVは負債保有者も含む全体価値。,EV = Market Cap + Debt - Cash,
TERM0106,EQ,Price-to-Earnings Ratio,P/E Ratio,P/E;PER,株価収益率,かぶかしゅうえきりつ,株価を一株当たり利益（EPS）で割った比率。株式の相対的な割高・割安を判断。,Trailing P/EとForward P/E。業種・成長率による違い。,P/Eが高い＝割高とは限らない。成長期待を反映。,P/E = Price / EPS,
TERM0107,EQ,Price-to-Book Ratio,P/B Ratio,P/B;PBR,株価純資産倍率,かぶかじゅんしさんばいりつ,株価を一株当たり純資産（BPS）で割った比率。資産価値に対する市場評価。,P/B < 1 は資産価値割れ。ROEとの関係。,P/Bが低い＝割安とは限らない。資産の質・収益性を確認。,P/B = Price / Book Value per Share,
TERM0108,EQ,Dividend Discount Model,DDM,DDM,配当割引モデル,はいとうわりびきもでる,将来の配当を現在価値に割り引いて株式価値を算出するモデル。,Gordon Growth Model: P = D1 / (r - g)。多段階DDM。,DDMは配当を支払う企業にのみ適用可能。成長率gの推定が重要。,P = D1 / (r - g),
TERM0109,EQ,Gordon Growth Model,Constant Growth DDM,,ゴードン成長モデル,ごーどんせいちょうもでる,配当が一定率で永続的に成長すると仮定した配当割引モデル。,P = D1 / (r - g)。g < r の条件。,成長率gが要求収益率rを超えるとモデルは適用不可。,,
TERM0110,EQ,Free Cash Flow to Equity,FCFE,FCFE,株主帰属フリーキャッシュフロー,かぶぬしきぞくふりーきゃっしゅふろー,営業CFから設備投資と純負債返済を差し引いた株主に分配可能なCF。,FCFE = CFO - CapEx - Net Debt Repayment。株式評価での使用。,FCFEとFCFFの違い。FCFEは株主のみ、FCFFは全資本提供者。,FCFE = CFO - CapEx + Net Borrowing,
TERM0111,EQ,Free Cash Flow to Firm,FCFF,FCFF,企業帰属フリーキャッシュフロー,きぎょうきぞくふりーきゃっしゅふろー,株主と債権者の両方に分配可能なキャッシュフロー。企業価値評価に使用。,FCFF = EBIT(1-T) + D&A - CapEx - ΔWC。WACCで割引。,FCFFとFCFEの計算式の違い。金利の扱いに注意。,FCFF = EBIT(1-T) + D&A - CapEx - ΔWC,
TERM0112,EQ,Intrinsic Value,Fair Value,,本質的価値,ほんしつてきかち,企業のファンダメンタルズに基づく理論的な株式価値。市場価格との比較で投資判断。,DCF法・相対評価法で算出。市場価格との乖離。,Intrinsic ValueとMarket Priceの違い。市場の非効率性。,,
TERM0113,EQ,Market Efficiency,Efficient Market Hypothesis,EMH,市場効率性,しじょうこうりつせい,株価が利用可能な情報をすべて反映しているという仮説。3つの形態がある。,Weak・Semi-strong・Strong Form。各形態での情報反映。,3つの効率性の違い。テクニカル分析・ファンダメンタル分析の有効性。,,
TERM0114,EQ,Weak Form Efficiency,,,弱度の効率性,じゃくどのこうりつせい,株価が過去の価格・出来高情報をすべて反映している状態。テクニカル分析は無効。,過去の価格パターンから超過収益は得られない。,弱度効率性ではファンダメンタル分析は有効な可能性がある。,,
TERM0115,EQ,Semi-Strong Form Efficiency,,,準強度の効率性,じゅんきょうどのこうりつせい,株価が公開情報をすべて反映している状態。ファンダメンタル分析も無効。,公開情報に基づく超過収益は得られない。イベントスタディ。,準強度効率性ではインサイダー情報のみが有効。,,
TERM0116,EQ,Strong Form Efficiency,,,強度の効率性,きょうどのこうりつせい,株価がすべての情報（公開・非公開）を反映している状態。いかなる分析も無効。,インサイダー情報でも超過収益は得られない。現実には成立しにくい。,強度効率性は理論上の概念。インサイダー取引規制の存在が反証。,,
TERM0117,EQ,Industry Analysis,Sector Analysis,,業種分析,ぎょうしゅぶんせき,投資対象業種の競争環境・成長性・収益性を分析する手法。,ポーターの5つの力。業種ライフサイクル。,業種分析と企業分析の順序。トップダウンアプローチ。,,
TERM0118,EQ,Porter's Five Forces,,,ポーターの5つの力,ぽーたーのいつつのちから,業界の競争環境を分析するフレームワーク。収益性に影響する5つの競争要因。,新規参入・代替品・買い手・売り手の交渉力・既存競争。,5つの力が強いほど業界の収益性は低下。参入障壁の重要性。,,
TERM0119,EQ,Equity Risk Premium,,ERP,株式リスクプレミアム,かぶしきりすくぷれみあむ,株式投資がリスクフリー資産を上回る期待超過収益率。CAPMの重要な入力値。,歴史的ERP vs 期待ERP。推定方法の違い。,ERPの推定値は手法により大きく異なる。前提条件の確認。,,
TERM0120,EQ,Dividend Yield,,,配当利回り,はいとうりまわり,年間配当を株価で割った比率。インカム投資家にとって重要な指標。,Dividend Yield = DPS / Price。高配当株の特性。,配当利回りが高い＝良い投資とは限らない。株価下落の可能性。,Dividend Yield = DPS / Price,
TERM0121,FI,Bond,Fixed Income Security,,債券,さいけん,発行体が投資家に対して元本返済と利息支払いを約束する債務証券。,額面・クーポン・満期の3要素。信用リスク・金利リスク。,BondとLoanの違い。債券は流通市場で取引可能。,,
TERM0122,FI,Coupon Rate,Nominal Rate,,クーポンレート,くーぽんれーと,債券の額面に対する年間利息支払いの割合。発行時に固定される。,Coupon = Face Value × Coupon Rate。YTMとの違い。,Coupon RateとYTMの違い。Couponは固定、YTMは市場で変動。,,
TERM0123,FI,Face Value,Par Value;Principal,,額面,がくめん,債券の満期時に返済される元本金額。通常1000ドルまたは100ドル。,クーポン計算の基準。パー・プレミアム・ディスカウント。,Face ValueとMarket Priceの違い。市場価格は変動する。,,
TERM0124,FI,Yield to Maturity,,YTM,満期利回り,まんきりまわり,債券を満期まで保有した場合の年率換算収益率。債券価格と等価のIRR。,債券価格とYTMは逆相関。再投資リスクの仮定。,YTMは再投資率をYTM自身と仮定。実際の収益率と異なる可能性。,,
TERM0125,FI,Current Yield,,,直接利回り,ちょくせつりまわり,年間クーポンを現在の市場価格で割った利回り。YTMの近似値。,Current Yield = Annual Coupon / Price。YTMとの違い。,Current YieldはYTMの近似。資本損益を考慮しない。,Current Yield = Coupon / Price,
TERM0126,FI,Duration,Macaulay Duration,,デュレーション,でゅれーしょん,債券のキャッシュフローの加重平均回収期間。金利感応度の指標。,Modified Duration = Macaulay Duration / (1 + y)。価格変化の推定。,DurationとMaturityの違い。Durationはリスク指標、Maturityは期間。,,
TERM0127,FI,Modified Duration,,MD,修正デュレーション,しゅうせいでゅれーしょん,金利変化1%に対する債券価格の変化率。金利リスク管理の基本指標。,ΔP/P ≈ -MD × Δy。凸性との組み合わせ。,Modified Durationは線形近似。大きな金利変化には凸性が必要。,ΔP/P ≈ -MD × Δy,
TERM0128,FI,Convexity,,,コンベクシティ,こんべくしてぃ,債券価格と利回りの関係の曲率。デュレーションによる近似誤差を補正。,正のコンベクシティは投資家に有利。価格変化の精緻な推定。,Convexityは二次項。大きな金利変化での価格推定に必要。,ΔP/P ≈ -MD × Δy + 0.5 × Convexity × (Δy)²,
TERM0129,FI,Credit Risk,Default Risk,,信用リスク,しんようりすく,債券発行体が利息・元本の支払いを履行できないリスク。,信用格付け。スプレッド。デフォルト確率と回収率。,Credit RiskとInterest Rate Riskの違い。発行体 vs 市場金利。,,
TERM0130,FI,Credit Spread,Yield Spread,,信用スプレッド,しんようすぷれっど,社債利回りと同満期国債利回りの差。信用リスクの対価。,スプレッドの決定要因。景気循環との関係。,Credit SpreadとOption-Adjusted Spread（OAS）の違い。,,
TERM0131,FI,Interest Rate Risk,,,金利リスク,きんりりすく,市場金利の変動により債券価格が変動するリスク。デュレーションで測定。,金利上昇→債券価格下落。長期債ほどリスク大。,Interest Rate RiskとReinvestment Riskのトレードオフ。,,
TERM0132,FI,Reinvestment Risk,,,再投資リスク,さいとうしりすく,クーポンを当初想定した利回りで再投資できないリスク。金利低下時に顕在化。,ゼロクーポン債は再投資リスクなし。金利リスクとのトレードオフ。,Reinvestment RiskとInterest Rate Riskは逆方向。,,
TERM0133,FI,Yield Curve,Term Structure,,イールドカーブ,いーるどかーぶ,満期と利回りの関係を示す曲線。金利の期間構造を表す。,正常・逆イールド・フラット。期待理論・流動性プレミアム理論。,イールドカーブの形状と景気予測。逆イールドは景気後退の先行指標。,,
TERM0134,FI,Spot Rate,Zero Rate,,スポットレート,すぽっとれーと,特定の満期までの割引率。ゼロクーポン債の利回りに相当。,フォワードレートとの関係。ブートストラップ法。,Spot RateとYTMの違い。Spot Rateは各期間固有の割引率。,,
TERM0135,FI,Forward Rate,,,フォワードレート,ふぉわーどれーと,将来の特定期間に適用される予想金利。スポットレートから計算。,スポットレートとの関係式。金利予想の指標。,Forward RateとSpot Rateの違い。Forwardは将来期間の金利。,(1+S2)² = (1+S1)*(1+f1;2),
TERM0136,FI,Zero-Coupon Bond,Discount Bond,,ゼロクーポン債,ぜろくーぽんさい,クーポンを支払わず、額面より低い価格で発行される債券。満期に額面を受け取る。,再投資リスクなし。金利リスクは高い。税務上の扱い。,ゼロクーポン債のDurationは満期と等しい。再投資リスクゼロ。,,
TERM0137,FI,Callable Bond,,,コーラブル債,こーらぶるさい,発行体が満期前に額面で償還できるオプション付き債券。金利低下時に行使。,コールリスク。OAS（オプション調整スプレッド）。,Callable BondはPutable Bondと逆。発行体有利 vs 投資家有利。,,
TERM0138,FI,Putable Bond,,,プッタブル債,ぷったぶるさい,投資家が満期前に額面で売却できるオプション付き債券。金利上昇時に行使。,プットオプションの価値。通常の債券より高価格。,Putable BondはCallable Bondと逆のオプション。投資家有利。,,
TERM0139,FI,Floating Rate Note,Floater,FRN,変動利付債,へんどうりつきさい,クーポンが基準金利に連動して変動する債券。金利リスクが低い。,LIBOR/SOFR + スプレッド。価格はパー付近で推移。,FRNの金利リスクは低いが、信用リスクは存在する。,,
TERM0140,FI,Investment Grade,,,投資適格,とうしてきかく,信用格付けがBBB-/Baa3以上の債券。機関投資家が投資可能な水準。,格付け機関（S&P・Moody's・Fitch）。格下げリスク。,Investment GradeとHigh Yield（ジャンク）の境界。BBB-/Baa3。,,
TERM0141,FI,High Yield Bond,Junk Bond;Speculative Grade,,ハイイールド債,はいいーるどさい,信用格付けがBB+/Ba1以下の債券。高い利回りと高い信用リスクを持つ。,スプレッドの変動。景気循環との相関。デフォルト率。,High YieldとInvestment Gradeの境界。格付け変更の影響。,,
TERM0142,FI,Sovereign Bond,Government Bond,,ソブリン債,そぶりんさい,国家が発行する債券。自国通貨建ては信用リスクが低いとされる。,米国債・日本国債。外貨建てソブリン債のリスク。,ソブリン債でもデフォルトリスクは存在（外貨建て・新興国）。,,
TERM0143,FI,Municipal Bond,Muni Bond,,地方債,ちほうさい,地方自治体が発行する債券。米国では連邦税が免除される場合がある。,一般財源債と収益債。税引後利回りの比較。,地方債の税制優遇。税引後利回りで課税債券と比較。,,
TERM0144,FI,Mortgage-Backed Security,,MBS,住宅ローン担保証券,じゅうたくろーんたんぽしょうけん,住宅ローンのプールを裏付けとする証券。期限前償還リスクがある。,パススルー証券。CMO。期限前償還リスク。,MBSの期限前償還リスク。金利低下時に借り換えが増加。,,
TERM0145,FI,Asset-Backed Security,,ABS,資産担保証券,しさんたんぽしょうけん,自動車ローン・クレジットカード債権等を裏付けとする証券。,証券化の仕組み。トランシェ構造。信用補完。,ABSとMBSの違い。裏付け資産の種類が異なる。,,
TERM0146,DER,Derivative,,,デリバティブ,でりばてぃぶ,原資産の価値に基づいて価格が決まる金融商品。先物・オプション・スワップ等。,ヘッジ・投機・裁定の3つの用途。レバレッジ効果。,デリバティブの価値は原資産から「派生」する。ゼロサムゲーム。,,
TERM0147,DER,Forward Contract,Forward,,先渡契約,さきわたしけいやく,将来の特定日に特定価格で原資産を売買する相対契約。カスタマイズ可能。,先物との違い（取引所 vs OTC）。カウンターパーティリスク。,ForwardとFuturesの違い。標準化・決済方法・信用リスク。,,
TERM0148,DER,Futures Contract,Futures,,先物契約,さきものけいやく,将来の特定日に特定価格で原資産を売買する取引所取引契約。標準化されている。,日次決済（マーキング・トゥ・マーケット）。証拠金制度。,Futuresは日次決済。Forwardは満期時一括決済。,,
TERM0149,DER,Option,,,オプション,おぷしょん,原資産を特定価格で売買する権利（義務ではない）を与える契約。,コール（買う権利）とプット（売る権利）。プレミアム。,オプションの買い手は権利を持ち、売り手は義務を負う。,,
TERM0150,DER,Call Option,,,コールオプション,こーるおぷしょん,原資産を行使価格で買う権利。原資産価格上昇で価値が増加。,Payoff = Max(0; S - X)。損益図の理解。,Call OptionとPut Optionの違い。買う権利 vs 売る権利。,Payoff = Max(0; S - X),
TERM0151,DER,Put Option,,,プットオプション,ぷっとおぷしょん,原資産を行使価格で売る権利。原資産価格下落で価値が増加。,Payoff = Max(0; X - S)。ヘッジでの使用。,Put Optionは下落リスクのヘッジに使用。保険的機能。,Payoff = Max(0; X - S),
TERM0152,DER,Strike Price,Exercise Price,,行使価格,こうしかかく,オプション契約で定められた原資産の売買価格。,ATM・ITM・OTMの判定基準。本質的価値との関係。,Strike PriceとSpot Priceの関係でオプションの状態が決まる。,,
TERM0153,DER,Option Premium,,,オプションプレミアム,おぷしょんぷれみあむ,オプションの買い手が売り手に支払う対価。本質的価値と時間価値の合計。,Premium = Intrinsic Value + Time Value。価格決定要因。,プレミアムは本質的価値＋時間価値。満期に近づくと時間価値は減少。,,
TERM0154,DER,Intrinsic Value (Option),,,本質的価値（オプション）,ほんしつてきかち,オプションを今すぐ行使した場合の価値。ITMの場合のみ正の値。,Call: Max(0; S-X)、Put: Max(0; X-S)。,本質的価値と時間価値の区別。OTMオプションの本質的価値はゼロ。,,
TERM0155,DER,Time Value (Option),Extrinsic Value,,時間価値（オプション）,じかんかち,オプションプレミアムから本質的価値を差し引いた部分。満期までの不確実性の価値。,満期に近づくと減少（時間減価）。ボラティリティとの関係。,時間価値は満期でゼロになる。Time Decay（シータ）。,,
TERM0156,DER,In-the-Money,,ITM,イン・ザ・マネー,いん・ざ・まねー,オプションを行使すると利益が出る状態。本質的価値が正。,Call: S > X、Put: S < X。行使の判断。,ITM・ATM・OTMの区別。行使価格と原資産価格の関係。,,
TERM0157,DER,Out-of-the-Money,,OTM,アウト・オブ・ザ・マネー,あうと・おぶ・ざ・まねー,オプションを行使しても利益が出ない状態。本質的価値がゼロ。,Call: S < X、Put: S > X。時間価値のみ。,OTMオプションは行使されない。満期まで待つか売却。,,
TERM0158,DER,At-the-Money,,ATM,アット・ザ・マネー,あっと・ざ・まねー,原資産価格と行使価格がほぼ等しい状態。本質的価値はほぼゼロ。,時間価値が最大。デルタは約0.5（コール）。,ATMオプションは時間価値が最も大きい。,,
TERM0159,DER,Swap,,,スワップ,すわっぷ,2者間でキャッシュフローを交換する契約。金利スワップ・通貨スワップ等。,固定金利と変動金利の交換。想定元本。,スワップは元本の交換を伴わない（金利スワップ）。想定元本で計算。,,
TERM0160,DER,Interest Rate Swap,,IRS,金利スワップ,きんりすわっぷ,固定金利と変動金利のキャッシュフローを交換する契約。金利リスク管理に使用。,固定金利支払者と変動金利支払者。スワップレート。,金利スワップは元本交換なし。ネット決済。,,
TERM0161,DER,Currency Swap,,,通貨スワップ,つうかすわっぷ,異なる通貨建ての元本・利息を交換する契約。為替リスク管理に使用。,元本の交換を伴う。金利スワップとの違い。,通貨スワップは元本交換あり。金利スワップとの違い。,,
TERM0162,DER,Hedging,,,ヘッジ,へっじ,デリバティブを使用してリスクを軽減または相殺する取引。,ロングヘッジとショートヘッジ。ベーシスリスク。,ヘッジは完全ではない。ベーシスリスクが残る場合がある。,,
TERM0163,DER,Speculation,,,投機,とうき,価格変動から利益を得ることを目的としたデリバティブ取引。レバレッジを活用。,ヘッジとの違い。リスクテイク。,投機はリスクを取る。ヘッジはリスクを減らす。目的の違い。,,
TERM0164,DER,Arbitrage,,,裁定取引,さいていとりひき,同一資産の価格差を利用してリスクなしで利益を得る取引。市場効率性を高める。,一物一価の法則。裁定機会の消滅。,理論上、裁定取引はリスクフリー。実際には取引コスト・執行リスク。,,
TERM0165,DER,Put-Call Parity,,,プット・コール・パリティ,ぷっと・こーる・ぱりてぃ,同一条件のコールとプットの価格関係を示す式。裁定取引の基礎。,C + PV(X) = P + S。合成ポジションの構築。,Put-Call Parityはヨーロピアンオプションに適用。アメリカンは不等式。,C + PV(X) = P + S,
TERM0166,DER,European Option,,,ヨーロピアンオプション,よーろぴあんおぷしょん,満期日のみ行使可能なオプション。Put-Call Parityが成立。,アメリカンオプションとの違い。評価モデル。,ヨーロピアンとアメリカンの違い。行使タイミングの柔軟性。,,
TERM0167,DER,American Option,,,アメリカンオプション,あめりかんおぷしょん,満期日までいつでも行使可能なオプション。ヨーロピアンより価値が高い。,早期行使の判断。配当の影響。,アメリカンオプションは早期行使可能。配当株のコールで重要。,,
TERM0168,DER,Moneyness,,,マネーネス,まねーねす,オプションの行使価格と原資産価格の関係。ITM・ATM・OTMで表現。,オプション価格への影響。デルタとの関係。,Moneynessはオプションの状態を示す。価格決定の重要要素。,,
TERM0169,DER,Notional Principal,Notional Amount,,想定元本,そうていがんぽん,スワップやデリバティブの支払い計算に使用される名目上の元本金額。実際の交換はない。,金利スワップでの使用。レバレッジの計算。,想定元本は実際に交換されない。支払い計算の基準。,,
TERM0170,DER,Marking to Market,Daily Settlement,,値洗い,ねあらい,先物契約の日次決済。毎日の損益を証拠金口座で精算。,証拠金制度。追証（マージンコール）。,Marking to Marketは先物の特徴。先渡は満期時決済。,,
TERM0171,AI,Alternative Investment,,,オルタナティブ投資,おるたなてぃぶとうし,伝統的な株式・債券以外の投資対象。PE・不動産・ヘッジファンド・コモディティ等。,低流動性・高手数料・低透明性。分散効果。,オルタナティブ投資の特徴。伝統資産との相関が低い傾向。,,
TERM0172,AI,Private Equity,,PE,プライベートエクイティ,ぷらいべーといくいてぃ,非上場企業への投資。バイアウト・ベンチャーキャピタル・成長資本等を含む。,Jカーブ効果。IRRでの評価。流動性リスク。,PEのJカーブ。初期は手数料でマイナス、後半に収益実現。,,
TERM0173,AI,Venture Capital,,VC,ベンチャーキャピタル,べんちゃーきゃぴたる,スタートアップや初期段階の企業への投資。高リスク・高リターン。,ステージ（シード・アーリー・レイター）。出口戦略。,VCとバイアウトの違い。投資ステージと戦略が異なる。,,
TERM0174,AI,Leveraged Buyout,,LBO,レバレッジド・バイアウト,ればれっじど・ばいあうと,負債を活用して企業を買収する手法。買収後のCFで負債を返済。,負債比率が高い。ターゲット企業の特性。,LBOの成功要因。安定したCF・資産売却・業務改善。,,
TERM0175,AI,Hedge Fund,,,ヘッジファンド,へっじふぁんど,多様な投資戦略を用いる私募ファンド。絶対リターンを追求。,ロング/ショート・イベントドリブン・グローバルマクロ等。手数料構造。,ヘッジファンドの手数料。2 and 20（管理報酬2%・成功報酬20%）。,,
TERM0176,AI,Real Estate Investment,,,不動産投資,ふどうさんとうし,不動産への直接投資またはREIT等を通じた間接投資。インカムとキャピタルゲイン。,直接投資とREIT。NOI・Cap Rate。,直接投資とREITの違い。流動性・分散・管理負担。,,
TERM0177,AI,Real Estate Investment Trust,,REIT,不動産投資信託,ふどうさんとうししんたく,不動産に投資し、賃料収入を投資家に分配する上場投資信託。,配当の90%以上を分配。税制優遇。流動性。,REITは株式市場で取引可能。直接投資より流動性が高い。,,
TERM0178,AI,Commodity,,,コモディティ,こもでぃてぃ,原油・金・農産物等の実物資産。先物市場で取引されることが多い。,インフレヘッジ。ロールリターン。コンタンゴとバックワーデーション。,コモディティ投資の方法。先物・ETF・株式。直接保有は保管コスト。,,
TERM0179,AI,Contango,,,コンタンゴ,こんたんご,先物価格がスポット価格より高い状態。保管コストを反映。ロールリターンは負。,バックワーデーションとの違い。コモディティ投資への影響。,コンタンゴではロールオーバー時に損失。先物価格＞スポット価格。,,
TERM0180,AI,Backwardation,,,バックワーデーション,ばっくわーでーしょん,先物価格がスポット価格より低い状態。供給不足等で発生。ロールリターンは正。,コンタンゴとの違い。コンビニエンスイールド。,バックワーデーションではロールオーバー時に利益。先物価格＜スポット価格。,,
TERM0181,PM,Portfolio,,,ポートフォリオ,ぽーとふぉりお,複数の資産を組み合わせた投資の集合体。分散によりリスクを低減。,期待リターンとリスクの計算。効率的フロンティア。,ポートフォリオのリスクは個別リスクの単純合計より小さい。分散効果。,,
TERM0182,PM,Diversification,,,分散投資,ぶんさんとうし,複数の資産に投資することでリスクを低減する戦略。相関が低いほど効果大。,システマティックリスクは分散不可。相関係数の重要性。,分散投資で消去できるのは非システマティックリスクのみ。,,
TERM0183,PM,Systematic Risk,Market Risk;Non-diversifiable Risk,,システマティックリスク,しすてまてぃっくりすく,市場全体に影響するリスク。分散投資では消去できない。ベータで測定。,マーケットリスク。CAPMでの扱い。リスクプレミアム。,Systematic RiskとUnsystematic Riskの違い。分散可能性。,,
TERM0184,PM,Unsystematic Risk,Idiosyncratic Risk;Diversifiable Risk,,非システマティックリスク,ひしすてまてぃっくりすく,個別企業・業種固有のリスク。分散投資により消去可能。,企業固有リスク。十分な分散で消去。,Unsystematic Riskは分散で消去可能。報酬は得られない。,,
TERM0185,PM,Beta,Market Beta,β,ベータ,べーた,個別資産のリターンが市場リターンに対してどの程度変動するかを示す指標。,β = 1は市場と同じ変動。CAPMでの使用。,ベータはシステマティックリスクのみを測定。トータルリスクではない。,β = Cov(Ri;Rm) / Var(Rm),
TERM0186,PM,Capital Asset Pricing Model,,CAPM,資本資産価格モデル,しほんしさんかかくもでる,期待リターンをリスクフリーレートとベータで説明するモデル。,E(R) = Rf + β(Rm - Rf)。SMLとの関係。,CAPMの前提条件（効率的市場・同質的期待等）と現実の違い。,E(R) = Rf + β × (Rm - Rf),
TERM0187,PM,Security Market Line,,SML,証券市場線,しょうけんしじょうせん,ベータと期待リターンの関係を示す直線。CAPMを図示したもの。,SML上の点は適正価格。上方は割安、下方は割高。,SMLとCMLの違い。SMLはベータ、CMLは標準偏差を横軸。,,
TERM0188,PM,Capital Market Line,,CML,資本市場線,しほんしじょうせん,効率的ポートフォリオのリスク・リターン関係を示す直線。,リスクフリー資産と市場ポートフォリオの組み合わせ。,CMLは効率的ポートフォリオのみ。個別証券はCML上にない。,,
TERM0189,PM,Efficient Frontier,,,効率的フロンティア,こうりつてきふろんてぃあ,同じリスク水準で最大リターン、または同じリターンで最小リスクのポートフォリオの集合。,マーコウィッツの平均分散分析。最適ポートフォリオの選択。,効率的フロンティア上のポートフォリオが最適。下方は非効率。,,
TERM0190,PM,Sharpe Ratio,Reward-to-Variability Ratio,,シャープレシオ,しゃーぷれしお,超過リターンをトータルリスク（標準偏差）で割った指標。リスク調整後リターン。,Sharpe = (Rp - Rf) / σp。高いほど効率的。,シャープレシオはトータルリスクを使用。トレイナーレシオはベータ。,Sharpe = (Rp - Rf) / σp,
TERM0191,PM,Treynor Ratio,Reward-to-Volatility Ratio,,トレイナーレシオ,とれいなーれしお,超過リターンをベータで割った指標。システマティックリスク当たりのリターン。,Treynor = (Rp - Rf) / βp。分散されたポートフォリオに適切。,トレイナーレシオはベータを使用。分散が不十分ならシャープレシオ。,Treynor = (Rp - Rf) / βp,
TERM0192,PM,Jensen's Alpha,Alpha,α,ジェンセンのアルファ,じぇんせんのあるふぁ,CAPMが予測するリターンを超える超過リターン。運用能力の指標。,α = Rp - [Rf + β(Rm - Rf)]。正のαは優れた運用。,アルファはCAPMからの乖離。市場の非効率性または運用スキル。,α = Rp - [Rf + β(Rm - Rf)],
TERM0193,PM,Information Ratio,,IR,インフォメーションレシオ,いんふぉめーしょんれしお,アクティブリターンをトラッキングエラーで割った指標。アクティブ運用の効率性。,IR = Active Return / Tracking Error。高いほど効率的。,IRはアクティブ運用の評価指標。ベンチマーク対比のリスク調整リターン。,IR = (Rp - Rb) / TE,
TERM0194,PM,Tracking Error,Active Risk,,トラッキングエラー,とらっきんぐえらー,ポートフォリオリターンとベンチマークリターンの差の標準偏差。アクティブリスク。,パッシブ運用ではTEを最小化。アクティブ運用ではTEを許容。,トラッキングエラーはアクティブリスク。ベンチマークからの乖離度。,,
TERM0195,PM,Risk-Free Rate,,,リスクフリーレート,りすくふりーれーと,リスクのない投資の理論上の収益率。通常は短期国債利回りを使用。,CAPMの入力値。実質と名目の区別。,リスクフリーレートは理論上の概念。実際には信用リスクゼロの資産はない。,,
